DLC info of: /content/model-opset-17.dlc
Model Version: 
Model Copyright:
"Converter command: qairt-converter; validate_models=False; user_custom_io=[]; use_onnx_relay=False; unroll_gru_time_steps=True; signature_name=; quantization_overrides=; pytorch_custom_op_lib=; prepare_inputs_as_params=False; perform_axes_to_spatial_first_order=True; unroll_lstm_time_steps=True; packed_max_seq=1; packed_masked_softmax_inputs=[]; output_layout=[]; show_unconsumed_nodes=False; out_names=[]; no_static_tensor_validation=False; no_simplification=False; no_optimization=False; multi_time_steps_gru=False; match_caffe_ssd_to_tf=False; lora_weight_list=None; preserve_onnx_output_order=False; perform_layout_transformation=False; dump_relay=None; keep_quant_nodes=False; keep_disconnected_nodes=False; input_dtype=[['x', 'float32'], ['prompt', 'int32']]; disable_preserve_io=False; handle_gather_negative_indices=True; converter_op_package_lib=; gguf_config=None; tf_summary=False; copyright_file=None; force_prune_cast_ops=False; use_convert_quantization_nodes=False; preserve_io_datatype=[]; package_name=None; dry_run=None; defer_loading=False; desired_io_layout=[]; input_type=[]; float_bitwidth=32; io_config=; model_version=None; float_bias_bitwidth=0; extract_color_transform=True; expand_sparse_op_structure=False; expand_lstm_op_structure=False; input_layout=[]; saved_model_signature_key=serving_default; expand_gru_op_structure=True; enable_match_gathernd=False; enable_framework_trace=False; input_encoding=[]; dump_io_config_template=; onnx_summary=False; disable_match_lstms=False; soc_model=; keep_int64_inputs=False; disable_batchnorm_folding=False; preserve_io=[['layout']]; multi_time_steps_lstm=False; debug=-1; batch=None; custom_op_config_paths=None; preprocess_roi_pool_inputs=True; backend=; saved_model_tag=serve; dump_custom_io_config_template=; dumpIR=False; align_matmul_ranks=True; dump_value_info=False; squash_box_decoder=True; define_symbol=None; inject_cast_for_gather=True; dump_inferred_model=False; enable_tensor_deduplication=False; perform_sequence_construct_optimizer=False; adjust_nms_features_dims=True; partial_graph_input_name=None; disable_qnn_op_config_validation=False; apply_masked_softmax=uncompressed; input_dim=[['x', '1,83,560'], ['prompt', '1,4']]; dump_exported_onnx=False"
Quantizer command: N/A
DLC created with converter version: 2.32.6.250402152434_116405
Info of graph: model-opset-17
Id,Name,Type,Inputs,Outputs,Out Dims,Runtimes,Parameters
49,/encoder/encoders.0/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc,Transpose,"/encoder/encoders.0/self_attn/fsmn_block/Conv_reshape_to_2d (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)",1x1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 3, 1]"
50,/encoder/encoders.0/self_attn/fsmn_block/Conv_2d,DepthWiseConv2d,"/encoder/encoders.0/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/fsmn_block/Conv_intermediate (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)",1x1x87x512,A D G C,bias_op_name: 
,,,"encoder.encoders.0.self_attn.fsmn_block.weight (data type: Float_32; tensor dimension: [1,11,1,512]; tensor type: STATIC)",,,,"dilation: [1, 1]"
,,,,,,,packageName: qti.aisw
,,,,,,,"pad_amount: [[0, 0], [5, 5]]"
,,,,,,,padding_size_strategy: 5
,,,,,,,"stride: [1, 1]"
51,/encoder/encoders.0/self_attn/fsmn_block/Conv_intermediate.nchw,Transpose,"/encoder/encoders.0/self_attn/fsmn_block/Conv_intermediate (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/fsmn_block/Conv_intermediate.nchw (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)",1x512x1x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 3, 1, 2]"
52,/encoder/encoders.0/self_attn/fsmn_block/Conv_intermediate,Reshape,"/encoder/encoders.0/self_attn/fsmn_block/Conv_intermediate.nchw (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/fsmn_block/Conv_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)",1x512x87,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 512, 87]"
53,/encoder/encoders.0/self_attn/Transpose_3,Transpose,"/encoder/encoders.0/self_attn/fsmn_block/Conv_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Transpose_3_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1]"
54,/encoder/encoders.0/self_attn/Add,Eltwise_Binary,"/encoder/encoders.0/self_attn/Transpose_3_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/encoders.0/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
55,/encoder/encoders.0/self_attn/Mul,Eltwise_Binary,"/encoder/encoders.0/self_attn/Transpose_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Mul_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,operation: 13
,,,/encoder/encoders0.0/self_attn/Constant_9_output_0 (data type: Float_32; tensor dimension: [1]; tensor type: STATIC),,,,packageName: qti.aisw
56,/encoder/encoders.0/self_attn/Transpose_4,Transpose,"/encoder/encoders.0/self_attn/Reshape_1_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Transpose_4_output_0 (data type: Float_32; tensor dimension: [1,4,128,87]; tensor type: NATIVE)",1x4x128x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 3, 1]"
57,/encoder/encoders.0/self_attn/MatMul,MatMul,"/encoder/encoders.0/self_attn/Mul_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/MatMul_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)",1x4x87x87,A D G C,packageName: qti.aisw
,,,"/encoder/encoders.0/self_attn/Transpose_4_output_0 (data type: Float_32; tensor dimension: [1,4,128,87]; tensor type: NATIVE)",,,,transpose_in0: False
,,,,,,,transpose_in1: False
,,,,,,,MACs per inference: 2k (0.00078%)
58,/encoder/encoders.0/self_attn/Softmax,Softmax,"/encoder/encoders.0/self_attn/MatMul_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Softmax_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)",1x4x87x87,A D G C,axis: 3
,,,,,,,beta: 1
,,,,,,,packageName: qti.aisw
59,/encoder/encoders.0/self_attn/MatMul_1,MatMul,"/encoder/encoders.0/self_attn/Softmax_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/MatMul_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,"/encoder/encoders.0/self_attn/Transpose_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",,,,transpose_in0: False
,,,,,,,transpose_in1: False
,,,,,,,MACs per inference: 1k (0.00053%)
60,/encoder/encoders.0/self_attn/Transpose_5,Transpose,"/encoder/encoders.0/self_attn/MatMul_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Transpose_5_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
61,/encoder/encoders.0/self_attn/Reshape_3,Reshape,"/encoder/encoders.0/self_attn/Transpose_5_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/linear_out/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
62,/encoder/encoders.0/self_attn/linear_out/MatMul,FullyConnected,"/encoder/encoders.0/self_attn/linear_out/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/linear_out/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,bias_op_name: encoder.encoders.0.self_attn.linear_out.bias
,,,"onnx::MatMul_9066 (data type: Float_32; tensor dimension: [512,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.encoders.0.self_attn.linear_out.bias (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,param count: 262k (0.114%)
,,,,,,,MACs per inference: 262k (0.0998%)
63,/encoder/encoders.0/self_attn/linear_out/MatMul_post_reshape,Reshape,"/encoder/encoders.0/self_attn/linear_out/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/linear_out/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 512]"
64,/encoder/encoders.0/self_attn/Add_1,Eltwise_Binary,"/encoder/encoders.0/self_attn/linear_out/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/encoders.0/self_attn/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
65,/encoder/encoders.0/Add,Eltwise_Binary,"/encoder/encoders0.0/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/encoders.0/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
66,/encoder/encoders.0/norm2/LayerNormalization,LayerNorm,"/encoder/encoders.0/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/norm2/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axes: [2]
,,,onnx::LayerNormalization_9067 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,epsilon: 1e-05
,,,onnx::LayerNormalization_9068 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,packageName: qti.aisw
,,,,,,,MACs per inference: 222k (0.0848%)
67,/encoder/encoders.0/feed_forward/w_1/MatMul_pre_reshape,Reshape,"/encoder/encoders.0/norm2/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/w_1/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
68,/encoder/encoders.0/feed_forward/w_1/MatMul,FullyConnected,"/encoder/encoders.0/feed_forward/w_1/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/w_1/Add_output_0_fc (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)",87x2048,A D G C,bias_op_name: encoder.encoders.0.feed_forward.w_1.bias
,,,"onnx::MatMul_9069 (data type: Float_32; tensor dimension: [2048,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.encoders.0.feed_forward.w_1.bias (data type: Float_32; tensor dimension: [2048]; tensor type: STATIC),,,,param count: 1M (0.454%)
,,,,,,,MACs per inference: 1M (0.399%)
69,/encoder/encoders.0/feed_forward/w_1/MatMul_post_reshape,Reshape,"/encoder/encoders.0/feed_forward/w_1/Add_output_0_fc (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/w_1/Add_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)",1x87x2048,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 2048]"
70,/encoder/encoders.0/feed_forward/activation/Relu,ElementWiseNeuron,"/encoder/encoders.0/feed_forward/w_1/Add_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/activation/Relu_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)",1x87x2048,A D G C,operation: 4
,,,,,,,packageName: qti.aisw
71,/encoder/encoders.0/feed_forward/w_2/MatMul_pre_reshape,Reshape,"/encoder/encoders.0/feed_forward/activation/Relu_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/w_2/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)",87x2048,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 2048]"
72,/encoder/encoders.0/feed_forward/w_2/MatMul,FullyConnected,"/encoder/encoders.0/feed_forward/w_2/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/w_2/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,bias_op_name: encoder.encoders.0.feed_forward.w_2.bias
,,,"onnx::MatMul_9070 (data type: Float_32; tensor dimension: [512,2048]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.encoders.0.feed_forward.w_2.bias (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,param count: 1M (0.453%)
,,,,,,,MACs per inference: 1M (0.399%)
73,/encoder/encoders.0/feed_forward/w_2/MatMul_post_reshape,Reshape,"/encoder/encoders.0/feed_forward/w_2/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/encoders.0/feed_forward/w_2/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 512]"
74,/encoder/encoders.0/Add_1,Eltwise_Binary,"/encoder/encoders.0/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.0/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/encoders.0/feed_forward/w_2/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
75,/encoder/encoders.1/norm1/LayerNormalization,LayerNorm,"/encoder/encoders.0/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/norm1/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axes: [2]
,,,onnx::LayerNormalization_9071 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,epsilon: 1e-05
,,,onnx::LayerNormalization_9072 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,packageName: qti.aisw
,,,,,,,MACs per inference: 222k (0.0848%)
76,/encoder/encoders.1/self_attn/linear_q_k_v/MatMul_pre_reshape,Reshape,"/encoder/encoders.1/norm1/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/linear_q_k_v/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
77,/encoder/encoders.1/self_attn/linear_q_k_v/MatMul,FullyConnected,"/encoder/encoders.1/self_attn/linear_q_k_v/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/linear_q_k_v/Add_output_0_fc (data type: Float_32; tensor dimension: [87,1536]; tensor type: NATIVE)",87x1536,A D G C,bias_op_name: encoder.encoders.1.self_attn.linear_q_k_v.bias
,,,"onnx::MatMul_9073 (data type: Float_32; tensor dimension: [1536,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.encoders.1.self_attn.linear_q_k_v.bias (data type: Float_32; tensor dimension: [1536]; tensor type: STATIC),,,,param count: 787k (0.341%)
,,,,,,,MACs per inference: 786k (0.299%)
78,/encoder/encoders.1/self_attn/linear_q_k_v/MatMul_post_reshape,Reshape,"/encoder/encoders.1/self_attn/linear_q_k_v/Add_output_0_fc (data type: Float_32; tensor dimension: [87,1536]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/linear_q_k_v/Add_output_0 (data type: Float_32; tensor dimension: [1,87,1536]; tensor type: NATIVE)",1x87x1536,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 1536]"
79,/encoder/encoders.1/self_attn/Split,Split,"/encoder/encoders.1/self_attn/linear_q_k_v/Add_output_0 (data type: Float_32; tensor dimension: [1,87,1536]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Split_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axis: 2
,,,,"/encoder/encoders.1/self_attn/Split_output_1 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,,packageName: qti.aisw
,,,,"/encoder/encoders.1/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,,"split_index: [512, 1024]"
80,/encoder/encoders.1/self_attn/Reshape,Reshape,"/encoder/encoders.1/self_attn/Split_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Reshape_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 4, 128]"
81,/encoder/encoders.1/self_attn/Transpose,Transpose,"/encoder/encoders.1/self_attn/Reshape_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Transpose_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
82,/encoder/encoders.1/self_attn/Reshape_1,Reshape,"/encoder/encoders.1/self_attn/Split_output_1 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Reshape_1_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 4, 128]"
83,/encoder/encoders.1/self_attn/Reshape_2,Reshape,"/encoder/encoders.1/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Reshape_2_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 4, 128]"
84,/encoder/encoders.1/self_attn/Transpose_1,Transpose,"/encoder/encoders.1/self_attn/Reshape_2_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Transpose_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
85,/encoder/encoders.1/self_attn/Transpose_2,Transpose,"/encoder/encoders.1/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Transpose_2_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)",1x512x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1]"
86,/encoder/encoders.1/self_attn/fsmn_block/Conv_reshape_to_2d,Reshape,"/encoder/encoders.1/self_attn/Transpose_2_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/fsmn_block/Conv_reshape_to_2d (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)",1x512x1x87,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 512, 1, 87]"
87,/encoder/encoders.1/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc,Transpose,"/encoder/encoders.1/self_attn/fsmn_block/Conv_reshape_to_2d (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)",1x1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 3, 1]"
88,/encoder/encoders.1/self_attn/fsmn_block/Conv_2d,DepthWiseConv2d,"/encoder/encoders.1/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/fsmn_block/Conv_intermediate (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)",1x1x87x512,A D G C,bias_op_name: 
,,,"encoder.encoders.1.self_attn.fsmn_block.weight (data type: Float_32; tensor dimension: [1,11,1,512]; tensor type: STATIC)",,,,"dilation: [1, 1]"
,,,,,,,packageName: qti.aisw
,,,,,,,"pad_amount: [[0, 0], [5, 5]]"
,,,,,,,padding_size_strategy: 5
,,,,,,,"stride: [1, 1]"
89,/encoder/encoders.1/self_attn/fsmn_block/Conv_intermediate.nchw,Transpose,"/encoder/encoders.1/self_attn/fsmn_block/Conv_intermediate (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/fsmn_block/Conv_intermediate.nchw (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)",1x512x1x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 3, 1, 2]"
90,/encoder/encoders.1/self_attn/fsmn_block/Conv_intermediate,Reshape,"/encoder/encoders.1/self_attn/fsmn_block/Conv_intermediate.nchw (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/fsmn_block/Conv_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)",1x512x87,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 512, 87]"
91,/encoder/encoders.1/self_attn/Transpose_3,Transpose,"/encoder/encoders.1/self_attn/fsmn_block/Conv_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Transpose_3_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1]"
92,/encoder/encoders.1/self_attn/Add,Eltwise_Binary,"/encoder/encoders.1/self_attn/Transpose_3_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/encoders.1/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
93,/encoder/encoders.1/self_attn/Mul,Eltwise_Binary,"/encoder/encoders.1/self_attn/Transpose_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Mul_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,operation: 13
,,,/encoder/encoders0.0/self_attn/Constant_9_output_0 (data type: Float_32; tensor dimension: [1]; tensor type: STATIC),,,,packageName: qti.aisw
94,/encoder/encoders.1/self_attn/Transpose_4,Transpose,"/encoder/encoders.1/self_attn/Reshape_1_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Transpose_4_output_0 (data type: Float_32; tensor dimension: [1,4,128,87]; tensor type: NATIVE)",1x4x128x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 3, 1]"
95,/encoder/encoders.1/self_attn/MatMul,MatMul,"/encoder/encoders.1/self_attn/Mul_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/MatMul_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)",1x4x87x87,A D G C,packageName: qti.aisw
,,,"/encoder/encoders.1/self_attn/Transpose_4_output_0 (data type: Float_32; tensor dimension: [1,4,128,87]; tensor type: NATIVE)",,,,transpose_in0: False
,,,,,,,transpose_in1: False
,,,,,,,MACs per inference: 2k (0.00078%)
96,/encoder/encoders.1/self_attn/Softmax,Softmax,"/encoder/encoders.1/self_attn/MatMul_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Softmax_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)",1x4x87x87,A D G C,axis: 3
,,,,,,,beta: 1
,,,,,,,packageName: qti.aisw
97,/encoder/encoders.1/self_attn/MatMul_1,MatMul,"/encoder/encoders.1/self_attn/Softmax_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/MatMul_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,"/encoder/encoders.1/self_attn/Transpose_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",,,,transpose_in0: False
,,,,,,,transpose_in1: False
,,,,,,,MACs per inference: 1k (0.00053%)
98,/encoder/encoders.1/self_attn/Transpose_5,Transpose,"/encoder/encoders.1/self_attn/MatMul_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/Transpose_5_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
99,/encoder/encoders.1/self_attn/Reshape_3,Reshape,"/encoder/encoders.1/self_attn/Transpose_5_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/encoders.1/self_attn/linear_out/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
